,resnet50-0,resnet50-1,resnet50-2,resnet50-3
46708,0,0,1,0
46709,0,1,1,0
46710,1,0,0,0
46711,1,1,0,0
46712,0,1,0,0
46713,1,1,1,0
46714,1,0,0,1
46715,0,1,0,0
46716,0,0,1,1
46717,1,0,0,0
46718,1,0,0,0
46719,1,0,1,1
46720,0,0,1,1
46721,0,0,1,0
46722,0,0,0,1
46723,1,0,1,1
46724,0,1,1,0
46725,0,0,1,0
46726,1,1,0,0
46727,0,0,1,0
46728,0,1,1,0
46729,0,1,0,0
46730,1,0,0,1
46731,1,0,0,1
46732,1,0,1,1
46733,0,1,1,1
46734,0,0,1,0
46735,1,0,0,1
46736,0,1,1,0
46737,1,0,0,1
46738,0,0,0,0
46739,1,0,0,1
46740,1,0,0,0
46741,1,0,0,1
46742,0,0,1,0
46743,1,0,0,0
46744,1,1,1,0
46745,1,0,0,0
46746,1,0,0,0
46747,1,1,0,0
46748,0,1,0,1
46749,0,0,0,0
46750,1,1,1,0
46751,1,0,0,0
46752,1,0,1,0
46753,1,1,0,1
46754,1,1,1,0
46755,1,1,1,0
46756,0,0,1,1
46757,0,0,1,0
46758,1,0,0,0
46759,0,1,0,0
46760,1,1,0,0
46761,0,1,1,0
46762,0,0,1,0
46763,0,0,0,1
46764,0,0,1,0
46765,0,1,1,1
46766,0,1,1,0
46767,0,0,0,0
46768,1,1,1,1
46769,0,1,1,1
46770,0,1,0,0
46771,0,0,0,1
46772,0,1,1,1
46773,0,1,0,1
46774,1,1,1,1
46775,1,1,1,1
46776,0,1,0,1
46777,1,1,1,1
46778,1,1,1,0
46779,0,1,0,1
46780,1,0,1,0
46781,1,1,0,0
46782,1,0,1,1
46783,0,1,0,1
46784,0,0,0,1
46785,1,0,1,1
46786,1,0,0,1
46787,0,1,1,1
46788,1,1,1,0
46789,1,1,0,1
46790,0,1,1,1
46791,0,1,0,1
46792,1,1,1,0
46793,1,0,0,0
46794,1,0,0,1
46795,0,1,1,0
46796,1,0,0,0
46797,1,1,0,0
46798,0,1,1,0
46799,0,0,1,0
46800,0,1,1,0
46801,0,0,1,1
46802,1,0,1,0
46803,0,1,1,1
46804,1,1,0,1
46805,0,0,1,1
46806,0,1,1,0
46807,0,0,0,1
46808,1,1,1,1
46809,0,0,1,0
46810,1,0,0,1
46811,0,1,0,1
46812,0,0,1,1
46813,0,1,1,1
46814,1,1,1,1
46815,1,0,1,0
46816,1,1,1,0
46817,0,0,0,0
46818,1,1,0,0
46819,0,1,1,1
46820,0,1,1,0
46821,1,0,0,0
46822,0,0,0,0
46823,1,1,0,1
46824,1,1,0,0
46825,0,0,1,0
46826,1,1,0,0
46827,0,0,0,1
46828,0,1,0,0
46829,0,0,0,1
46830,1,1,1,0
46831,0,0,0,0
46832,0,1,0,1
46833,1,0,1,0
46834,1,1,0,1
46835,1,1,0,1
46836,1,0,1,0
46837,1,0,0,1
46838,0,0,0,0
46839,1,0,1,0
46840,1,0,1,1
46841,1,0,1,0
46842,0,0,1,0
46843,0,0,0,0
46844,1,1,1,1
46845,0,1,0,1
46846,0,1,0,0
46847,0,0,0,0
46848,1,1,1,0
46849,0,1,1,1
46850,0,1,1,1
46851,0,1,0,1
46852,1,1,1,0
46853,0,0,0,0
46854,1,0,0,0
46855,0,0,0,0
46856,0,1,1,0
46857,1,1,0,0
46858,1,0,1,1
46859,1,0,0,0
46860,1,1,0,0
46861,1,1,1,1
46862,0,0,0,1
46863,1,0,0,0
46864,1,1,1,0
46865,1,0,0,0
46866,1,1,0,1
46867,0,0,1,1
46868,0,0,1,0
46869,0,1,1,0
46870,0,1,1,1
46871,1,0,0,1
46872,0,0,0,0
46873,0,0,0,0
46874,0,0,1,0
46875,1,1,0,0
46876,0,1,0,0
46877,1,0,1,1
46878,1,0,0,0
46879,0,0,0,0
46880,0,0,1,0
46881,0,0,0,0
46882,1,0,1,0
46883,0,1,0,1
46884,0,1,0,1
46885,1,1,0,1
46886,0,1,0,1
46887,1,1,1,1
46888,1,0,0,0
46889,1,0,0,0
46890,0,0,1,1
46891,1,1,1,0
46892,1,0,1,1
46893,1,0,0,1
46894,0,0,0,1
46895,0,1,0,1
46896,1,0,0,0
46897,0,1,1,0
46898,0,0,0,1
46899,0,0,0,1
46900,1,1,0,1
46901,0,0,0,0
46902,0,0,1,0
46903,1,0,1,0
46904,1,0,0,1
46905,0,0,0,1
46906,1,0,0,1
46907,0,0,0,0
46908,1,0,1,1
46909,0,0,1,1
46910,0,0,1,0
46911,0,0,1,0
46912,0,1,0,1
46913,1,1,0,1
46914,1,0,0,0
46915,1,0,0,1
46916,0,0,1,0
46917,1,0,0,0
46918,1,1,1,0
46919,0,0,1,0
46920,1,1,0,1
46921,1,1,0,0
46922,0,0,0,0
46923,0,1,1,0
46924,0,0,1,0
46925,1,1,1,1
46926,1,1,1,0
46927,0,0,1,0
46928,1,0,0,1
46929,0,0,1,1
46930,0,0,1,1
46931,0,0,0,0
46932,1,1,1,1
46933,0,1,0,0
46934,0,1,0,1
46935,0,1,0,0
46936,0,0,1,0
46937,0,0,0,0
46938,0,0,0,1
46939,1,1,1,1
46940,0,1,1,0
46941,1,1,0,0
46942,1,1,0,1
46943,1,0,1,1
46944,1,0,0,0
46945,0,0,0,0
46946,1,1,0,0
46947,0,0,0,1
46948,1,1,1,1
46949,1,1,0,0
46950,0,0,1,1
46951,0,1,0,0
46952,1,1,0,0
46953,1,0,0,1
46954,1,1,0,0
46955,1,1,1,0
46956,1,1,0,1
46957,0,1,0,0
46958,0,0,1,0
46959,1,1,1,1
46960,0,1,1,1
46961,1,0,1,0
46962,0,1,1,0
46963,1,0,0,1
46964,1,0,0,0
46965,1,1,1,1
46966,1,0,0,1
46967,0,1,1,0
46968,1,1,0,1
46969,0,0,1,1
46970,1,1,0,0
46971,0,0,0,1
46972,1,1,1,1
46973,0,0,0,0
46974,1,0,1,0
46975,1,0,0,1
46976,1,0,1,1
46977,0,0,1,0
46978,1,1,1,1
46979,1,1,1,1
46980,0,0,1,0
46981,0,1,0,0
46982,1,1,0,0
46983,1,0,0,1
46984,0,0,0,0
46985,1,0,0,0
46986,1,0,1,1
46987,1,0,0,0
46988,1,1,0,0
46989,0,0,1,0
46990,0,0,0,0
46991,0,1,0,1
46992,1,1,0,0
46993,0,1,0,0
46994,0,1,1,1
46995,0,0,1,1
46996,0,1,1,0
46997,0,1,0,0
46998,0,1,0,1
46999,1,1,1,1
47000,1,0,0,0
47001,1,1,0,1
47002,1,0,1,0
47003,1,1,1,0
47004,0,1,0,0
47005,1,0,1,0
47006,0,1,1,1
47007,1,0,1,1
47008,0,0,1,0
47009,1,1,1,1
47010,0,0,0,1
47011,1,0,1,0
47012,0,0,1,1
47013,1,1,1,1
47014,0,0,1,0
47015,0,1,1,1
47016,0,0,1,1
47017,0,0,1,1
47018,0,0,0,0
47019,1,0,1,0
47020,1,1,1,1
47021,1,0,1,0
47022,0,1,0,0
47023,0,0,0,1
47024,0,0,0,0
47025,1,0,1,0
47026,1,0,0,1
47027,1,1,0,0
47028,1,0,1,1
47029,0,0,0,0
47030,0,1,0,0
47031,1,1,0,0
47032,1,0,1,1
47033,1,0,0,1
47034,0,0,0,0
47035,1,0,0,0
47036,1,1,1,0
47037,0,0,1,0
47038,1,1,1,1
47039,1,0,1,0
47040,1,0,0,1
47041,1,1,0,0
47042,0,1,0,0
47043,0,0,1,0
47044,0,0,1,0
47045,1,1,1,1
47046,1,1,0,0
47047,1,1,0,1
47048,0,0,0,1
47049,1,0,1,1
47050,0,1,0,1
47051,1,1,0,0
47052,1,0,0,0
47053,1,1,0,0
47054,0,0,1,1
47055,1,1,0,0
47056,0,0,1,1
47057,0,0,1,0
47058,1,1,1,0
47059,0,0,1,0
47060,1,0,0,0
47061,0,0,1,1
47062,0,0,0,0
47063,0,1,1,1
47064,0,1,1,0
47065,0,0,1,1
47066,1,1,1,0
47067,0,0,1,0
47068,0,0,0,0
47069,1,0,1,1
47070,0,0,1,0
47071,1,1,1,1
47072,0,1,1,0
47073,0,0,1,1
47074,0,1,0,0
47075,0,0,1,0
47076,1,0,0,1
47077,1,0,0,0
47078,1,1,1,0
47079,1,1,1,0
47080,0,0,1,1
47081,1,0,0,1
47082,0,1,1,1
47083,1,0,1,0
47084,0,0,1,1
47085,1,0,0,0
47086,1,0,1,0
47087,1,0,1,0
47088,0,1,0,0
47089,0,1,0,0
47090,1,0,1,0
47091,0,0,0,0
47092,0,1,0,0
47093,0,1,1,0
47094,1,0,0,1
47095,0,1,1,1
47096,1,1,1,1
47097,1,0,1,0
47098,0,0,1,1
47099,0,1,0,0
47100,1,0,1,0
47101,1,1,0,1
47102,1,0,0,0
47103,1,0,1,0
47104,0,1,0,0
47105,0,0,1,1
47106,0,0,0,1
47107,0,0,1,0
47108,1,1,0,1
47109,0,1,0,0
47110,0,1,1,1
47111,0,1,1,0
47112,1,0,1,1
47113,1,0,0,0
47114,1,0,0,0
47115,1,1,0,0
47116,0,1,0,0
47117,1,1,0,0
47118,1,0,0,1
47119,1,0,0,0
47120,1,0,1,1
47121,1,1,1,0
47122,1,1,1,0
47123,1,1,0,1
47124,1,1,1,0
47125,1,1,1,0
47126,1,1,1,1
47127,0,1,0,1
47128,1,1,1,1
47129,1,1,0,0
47130,0,0,0,0
47131,0,0,0,0
47132,0,0,1,0
47133,0,1,1,1
47134,0,0,1,0
47135,1,1,0,1
47136,1,0,0,1
47137,1,1,0,0
47138,1,0,1,0
47139,0,1,1,1
47140,1,0,0,0
47141,1,1,1,1
47142,0,1,1,0
47143,0,1,0,0
47144,0,1,1,1
47145,0,1,0,1
47146,1,0,1,1
47147,0,1,1,0
47148,1,0,1,1
47149,1,1,1,1
47150,1,1,1,1
47151,1,0,0,1
47152,0,0,0,0
47153,0,1,0,1
47154,1,1,1,0
47155,0,1,1,1
47156,1,1,1,0
47157,0,0,1,1
47158,0,0,1,0
47159,1,0,0,0
47160,0,0,1,1
47161,0,1,1,1
47162,1,0,0,1
47163,0,0,1,1
47164,0,1,1,1
47165,1,1,1,1
47166,0,1,0,1
47167,1,0,1,0
47168,1,1,0,1
47169,1,1,1,1
47170,1,1,1,0
47171,0,1,0,0
47172,0,0,1,0
47173,0,1,1,0
47174,1,0,1,0
47175,1,1,1,0
47176,0,0,1,0
47177,1,1,0,1
47178,1,0,1,1
47179,1,0,1,0
47180,0,0,1,0
47181,0,0,0,0
47182,1,1,0,1
47183,0,1,1,0
47184,0,1,1,0
47185,1,0,0,0
47186,1,0,0,0
47187,1,1,1,0
47188,0,1,1,1
47189,1,1,1,0
47190,1,0,0,0
47191,1,1,0,0
47192,0,1,1,0
47193,1,0,0,1
47194,0,1,1,1
47195,1,1,1,1
47196,0,0,0,0
47197,1,1,0,1
47198,0,0,0,0
47199,1,1,1,1
47200,1,0,1,1
47201,0,1,1,0
47202,1,0,1,1
47203,0,1,1,1
47204,1,0,1,1
47205,0,1,1,0
47206,1,0,0,0
47207,0,0,0,1
47208,1,0,0,1
47209,0,0,1,1
47210,0,0,1,0
47211,0,0,1,1
47212,0,0,0,1
47213,1,1,0,1
47214,0,0,0,1
47215,0,0,1,0
47216,0,0,1,1
47217,0,0,0,0
47218,0,0,0,0
47219,1,1,1,0
47220,0,1,0,0
47221,0,0,1,0
47222,1,1,0,1
47223,0,0,1,1
47224,0,1,0,0
47225,0,0,0,0
47226,1,0,0,1
47227,0,1,0,0
47228,1,1,1,1
47229,0,0,0,0
47230,0,0,0,1
47231,1,1,1,1
47232,1,1,1,1
47233,1,1,0,0
47234,1,0,1,0
47235,0,0,0,1
47236,1,0,0,0
47237,1,0,0,1
47238,1,0,1,0
47239,1,1,1,1
47240,1,0,0,1
47241,1,1,0,0
47242,0,0,1,1
47243,0,0,0,0
47244,1,1,1,0
47245,0,0,0,0
47246,0,1,1,0
47247,1,1,1,1
47248,0,0,1,1
47249,1,1,1,1
47250,1,1,1,0
47251,1,0,0,0
47252,0,1,1,1
47253,0,1,1,0
47254,1,0,0,1
47255,0,0,1,0
47256,1,1,0,1
47257,0,1,1,1
47258,0,0,1,0
47259,0,0,0,1
47260,0,1,0,0
47261,1,0,1,0
47262,1,1,1,1
47263,1,1,1,0
47264,1,0,0,0
47265,1,0,0,0
47266,0,1,0,1
47267,0,0,0,0
47268,0,0,1,1
47269,1,1,1,1
47270,1,1,0,1
47271,0,0,1,0
47272,0,0,0,0
47273,0,0,1,0
47274,0,1,1,0
47275,1,1,0,1
47276,0,1,0,1
47277,1,0,0,1
47278,0,1,0,1
47279,1,1,0,1
47280,1,0,0,1
47281,1,1,1,0
47282,0,0,0,1
47283,1,0,1,1
47284,1,0,0,0
47285,0,1,0,0
47286,1,1,0,0
47287,1,1,0,1
47288,1,0,0,1
47289,1,0,1,1
47290,1,1,1,1
47291,1,0,0,0
47292,0,0,1,0
47293,0,1,0,1
47294,0,1,0,1
47295,1,1,1,0
47296,1,0,1,1
47297,0,1,0,1
47298,0,0,0,0
47299,1,1,1,0
47300,1,1,0,1
47301,1,1,1,0
47302,1,1,0,1
47303,1,0,1,1
47304,0,1,0,1
47305,1,1,0,1
47306,0,0,1,1
47307,1,0,0,0
47308,1,1,0,0
47309,0,1,0,0
47310,1,0,0,1
47311,0,1,1,0
47312,1,1,0,1
47313,0,1,1,0
47314,1,0,0,1
47315,1,0,0,1
47316,0,1,1,1
47317,0,0,0,0
47318,1,0,1,0
47319,1,1,1,0
47320,0,0,1,0
47321,1,1,0,0
47322,1,0,0,0
47323,0,1,1,0
47324,1,0,1,0
47325,1,1,1,0
47326,0,0,0,0
47327,1,0,1,1
47328,1,0,0,0
47329,0,1,0,0
47330,0,0,1,1
47331,1,1,1,1
47332,1,0,1,0
47333,0,0,1,1
47334,1,0,1,0
47335,0,0,1,0
47336,1,0,0,0
47337,0,0,1,0
47338,1,0,1,0
47339,0,0,0,1
47340,1,1,1,1
47341,1,0,0,1
47342,1,0,0,0
47343,1,0,1,1
47344,0,1,0,0
47345,0,1,0,0
47346,0,0,0,0
47347,1,1,0,0
47348,0,1,0,1
47349,1,0,0,1
47350,1,0,0,0
47351,0,0,1,0
47352,0,0,1,1
47353,0,0,0,0
47354,0,1,0,0
47355,0,0,0,1
47356,1,1,0,0
47357,1,0,1,1
47358,0,0,1,1
47359,0,0,0,1
47360,1,1,1,1
47361,0,1,0,0
47362,1,0,0,1
47363,1,0,1,1
47364,1,0,0,1
47365,1,0,0,0
47366,0,0,1,1
47367,1,0,1,1
47368,0,0,0,1
47369,0,1,1,0
47370,1,0,0,1
47371,0,1,0,1
47372,1,1,1,0
47373,1,0,0,0
47374,1,1,0,1
47375,0,1,0,0
47376,1,0,0,0
47377,1,0,0,1
47378,1,0,0,1
47379,0,1,1,0
47380,1,0,0,1
47381,0,0,0,1
47382,1,1,0,0
47383,1,1,0,1
47384,1,1,1,1
47385,0,1,0,1
47386,1,0,1,0
47387,0,1,1,1
47388,1,0,1,1
47389,1,0,0,0
47390,0,0,0,1
47391,1,0,1,0
47392,0,1,0,0
47393,0,1,0,1
47394,0,0,1,1
47395,1,0,0,0
47396,1,1,0,1
47397,1,1,1,1
47398,0,0,0,0
47399,1,1,1,1
47400,1,0,0,1
47401,0,0,1,1
47402,0,0,0,0
47403,1,1,0,0
47404,1,0,0,1
47405,1,0,1,0
47406,0,1,1,1
47407,1,1,0,0
47408,0,1,1,1
47409,1,1,0,1
47410,1,1,1,0
47411,0,0,0,1
47412,1,0,1,1
47413,0,0,0,0
47414,1,0,0,0
47415,0,1,1,1
47416,0,1,1,0
47417,1,1,1,0
47418,1,0,0,0
47419,1,1,1,1
47420,1,0,1,1
47421,0,1,1,1
47422,1,1,1,1
47423,0,0,0,1
47424,0,0,1,0
47425,0,1,0,1
47426,1,1,1,1
47427,1,1,1,1
47428,0,1,0,0
47429,0,0,1,0
47430,1,0,1,0
47431,0,0,1,0
47432,0,1,1,0
47433,0,0,0,1
47434,1,0,0,1
47435,1,1,1,0
47436,1,1,0,1
47437,1,1,1,0
47438,1,1,1,0
47439,0,0,1,0
47440,0,1,1,0
47441,0,1,1,1
47442,0,1,1,1
47443,0,1,0,1
47444,0,1,0,0
47445,1,0,0,0
47446,0,1,1,0
47447,0,0,0,0
47448,1,0,1,0
47449,0,0,0,1
47450,0,1,1,1
47451,1,1,0,1
47452,0,1,1,0
47453,1,0,0,1
47454,1,1,0,1
47455,0,0,0,0
47456,0,1,1,0
47457,1,0,0,1
47458,1,0,1,0
47459,0,1,0,0
47460,0,1,0,1
47461,1,1,0,0
47462,1,0,1,1
47463,1,1,0,1
47464,1,1,1,1
47465,0,0,1,1
47466,1,1,0,0
47467,0,0,1,0
47468,0,0,1,0
47469,1,1,1,1
47470,1,1,0,1
47471,0,0,0,1
47472,1,1,1,1
47473,1,0,0,0
47474,0,0,0,1
47475,0,0,1,1
47476,0,0,0,0
47477,1,0,1,1
47478,0,1,0,0
47479,0,1,0,1
47480,0,0,1,1
47481,1,1,1,1
47482,0,1,1,1
47483,1,0,1,0
47484,1,1,0,1
47485,0,0,1,0
47486,1,0,0,0
47487,1,1,0,0
47488,0,1,1,1
47489,0,0,1,1
47490,0,0,0,0
47491,0,0,0,0
47492,1,1,1,1
47493,0,0,0,1
47494,1,0,1,0
47495,1,0,0,1
47496,0,0,0,1
47497,0,0,0,1
47498,0,0,0,0
47499,0,0,1,1
47500,1,0,0,1
47501,1,0,1,1
47502,1,0,1,1
47503,0,1,1,1
47504,1,1,1,1
47505,0,0,1,0
47506,0,1,1,0
47507,0,1,1,0
47508,0,1,0,0
47509,0,0,0,0
47510,1,0,1,1
47511,1,0,1,1
47512,1,1,1,0
47513,0,1,1,1
47514,1,1,1,1
47515,1,0,1,0
47516,1,1,1,0
47517,0,1,1,1
47518,0,0,1,0
47519,1,0,0,1
47520,0,0,0,1
47521,1,0,1,1
47522,1,1,0,0
47523,1,0,1,0
47524,0,0,1,1
47525,0,0,1,0
47526,1,0,1,1
47527,1,0,0,0
47528,1,0,1,1
47529,1,0,0,1
47530,0,1,0,1
47531,1,0,0,0
47532,1,0,0,0
47533,0,0,1,1
47534,0,1,1,1
47535,1,0,0,1
47536,1,1,0,1
47537,0,1,1,0
47538,1,1,1,1
47539,1,0,1,1
47540,1,0,0,1
47541,0,1,1,1
47542,1,0,0,1
47543,1,0,0,0
47544,0,0,1,0
47545,0,0,0,1
47546,1,1,0,0
47547,1,0,1,0
47548,1,1,0,0
47549,1,0,0,1
47550,0,0,1,0
47551,1,1,0,0
47552,0,1,0,1
47553,0,0,0,1
47554,0,1,1,1
47555,0,0,1,0
47556,0,1,1,0
47557,0,1,0,1
47558,0,1,0,0
47559,0,0,1,1
47560,0,1,0,0
47561,1,0,0,0
47562,1,0,1,1
47563,0,1,1,0
47564,1,0,0,0
47565,0,1,0,0
47566,1,0,0,1
47567,1,1,1,1
47568,1,0,0,1
47569,1,1,1,1
47570,0,1,1,1
47571,1,1,0,0
47572,1,1,1,0
47573,1,1,1,0
47574,1,1,1,0
47575,1,1,0,0
47576,0,1,1,1
47577,1,1,1,0
47578,1,1,0,1
47579,0,1,0,0
47580,1,1,0,1
47581,0,1,1,0
47582,1,0,0,1
47583,1,0,1,0
47584,0,1,0,1
47585,0,0,1,0
47586,1,0,1,0
47587,0,1,0,1
47588,0,1,0,0
47589,0,0,1,1
47590,1,1,1,1
47591,0,1,1,0
47592,1,1,1,1
47593,1,1,1,1
47594,1,1,0,1
47595,0,0,0,1
47596,0,0,0,0
47597,1,0,0,0
47598,1,1,1,0
47599,0,0,0,1
47600,0,0,1,1
47601,0,1,1,0
47602,0,0,1,0
47603,0,1,0,0
47604,0,1,1,1
47605,0,1,1,0
47606,1,0,0,1
47607,1,1,1,0
47608,1,0,0,0
47609,1,0,0,0
47610,1,0,1,0
47611,0,1,1,1
47612,1,1,0,1
47613,0,1,0,0
47614,1,1,0,1
47615,1,0,0,0
47616,1,0,0,1
47617,0,0,1,0
47618,1,1,0,1
47619,1,0,1,0
47620,0,0,1,0
47621,0,1,1,0
47622,0,1,1,1
47623,0,1,0,1
47624,0,1,0,1
47625,0,0,1,1
47626,0,1,0,1
47627,1,1,0,1
47628,0,0,0,1
47629,0,1,1,0
47630,0,1,1,1
47631,0,0,0,0
47632,0,0,0,0
47633,1,0,0,1
47634,1,1,1,1
47635,1,0,0,0
47636,1,0,1,1
47637,1,1,1,0
47638,1,1,0,0
47639,1,1,1,0
47640,0,0,1,1
47641,1,1,1,1
47642,0,1,0,0
47643,0,1,0,1
47644,0,1,1,1
47645,0,0,1,1
47646,1,1,1,0
47647,0,1,1,0
47648,1,1,1,0
47649,1,1,0,0
47650,1,1,0,1
47651,0,0,0,0
47652,1,0,0,0
47653,1,1,0,1
47654,1,0,0,0
47655,1,0,1,1
47656,1,0,0,0
47657,0,1,1,1
47658,0,1,1,1
47659,0,0,1,1
47660,1,0,1,0
47661,1,0,1,1
47662,0,1,1,1
47663,1,1,1,0
47664,0,0,1,1
47665,0,1,1,0
47666,1,0,0,0
47667,0,1,1,0
47668,0,0,0,1
47669,1,0,0,0
47670,1,0,1,1
47671,0,1,0,1
47672,0,0,1,1
47673,0,1,1,1
47674,0,1,1,0
47675,0,0,1,0
47676,0,1,0,0
47677,0,0,1,0
47678,0,0,0,0
47679,0,1,1,0
47680,1,1,0,1
47681,1,0,0,0
47682,1,1,0,0
47683,0,0,1,1
47684,0,0,1,1
47685,1,0,0,0
47686,1,1,1,1
47687,1,0,1,1
47688,1,0,1,1
47689,0,1,0,0
47690,1,0,1,1
47691,0,1,0,1
47692,1,0,1,1
47693,1,0,1,1
47694,1,0,0,0
47695,0,1,0,0
47696,0,0,1,1
47697,1,0,1,1
47698,0,0,1,0
47699,1,1,1,1
47700,1,1,1,1
47701,1,0,0,1
47702,0,0,0,0
47703,1,0,0,1
47704,1,1,0,1
47705,0,0,1,1
47706,0,0,0,1
47707,0,0,1,1
47708,0,1,0,0
47709,1,1,1,0
47710,0,0,1,0
47711,0,1,0,0
47712,0,1,1,1
47713,1,0,1,1
47714,0,1,1,0
47715,1,1,1,1
47716,1,1,0,1
47717,0,0,0,0
47718,1,1,1,1
47719,0,1,0,0
47720,0,0,1,1
47721,0,0,1,0
47722,0,0,1,0
47723,0,1,1,0
47724,1,0,1,0
47725,1,0,1,1
47726,0,0,0,1
47727,1,1,1,1
47728,0,1,1,1
47729,0,0,1,1
47730,0,1,0,0
47731,0,1,0,1
47732,1,0,1,0
47733,1,0,0,0
47734,1,1,0,0
47735,1,0,0,1
47736,0,0,1,1
47737,0,0,1,0
47738,1,1,1,1
47739,0,1,1,1
47740,0,1,0,0
47741,0,0,0,0
47742,0,1,1,1
47743,1,0,1,1
47744,0,1,1,0
47745,1,0,1,1
47746,1,0,0,0
47747,0,1,1,0
47748,1,1,0,0
47749,1,1,0,1
47750,0,1,1,0
47751,1,0,1,0
47752,1,1,0,1
47753,0,0,0,0
47754,0,1,0,0
47755,1,0,1,1
47756,0,1,0,0
47757,0,0,1,1
47758,1,0,0,0
47759,1,0,1,1
47760,0,0,0,1
47761,0,0,0,1
47762,1,0,1,1
47763,0,1,0,0
47764,1,1,1,1
47765,1,0,1,0
47766,0,0,0,0
47767,1,0,0,0
47768,0,0,0,0
47769,0,0,1,0
47770,1,0,0,0
47771,1,1,0,0
47772,1,1,0,1
47773,0,0,1,0
47774,1,0,0,1
47775,1,0,1,0
47776,1,0,0,0
47777,1,1,1,0
47778,0,0,1,1
47779,1,1,0,0
47780,1,0,0,0
47781,1,0,1,0
47782,1,1,0,0
47783,0,1,1,1
47784,1,0,0,1
47785,1,1,1,1
47786,0,0,1,1
47787,1,1,1,0
47788,0,1,1,1
47789,1,1,1,0
47790,1,1,1,1
47791,1,0,0,0
47792,0,0,0,0
47793,1,1,1,0
47794,1,1,0,1
47795,0,1,0,0
47796,0,1,1,1
47797,0,0,1,0
47798,0,1,0,1
47799,1,0,1,0
47800,0,1,0,1
47801,0,0,0,1
47802,1,0,0,0
47803,0,1,0,0
47804,0,1,0,0
47805,0,1,1,1
47806,1,0,0,0
47807,1,0,0,0
47808,1,1,1,1
47809,0,1,0,0
47810,0,0,1,0
47811,0,0,0,1
47812,1,0,1,0
47813,1,1,0,0
47814,1,0,0,0
47815,0,0,1,1
47816,0,1,1,0
47817,0,1,1,1
47818,1,0,1,0
47819,0,0,1,1
47820,0,0,1,1
47821,0,0,1,1
47822,1,0,1,0
47823,0,0,1,1
47824,1,0,0,1
47825,1,0,1,1
47826,0,1,1,1
47827,1,0,0,0
47828,1,1,0,0
47829,1,0,0,0
47830,0,0,1,1
47831,1,0,1,0
47832,1,0,0,0
47833,0,1,0,1
47834,0,1,1,1
47835,1,0,0,1
47836,1,0,0,1
47837,0,1,1,1
47838,0,0,1,0
47839,1,0,0,1
47840,0,1,1,0
47841,1,1,1,1
47842,1,0,1,1
47843,0,0,0,1
47844,0,1,1,1
47845,1,0,0,1
47846,0,1,0,0
47847,0,0,1,0
47848,1,1,1,0
47849,0,1,1,1
47850,0,0,0,1
47851,0,0,1,1
47852,0,1,0,0
47853,0,0,0,0
47854,1,0,0,0
47855,0,1,1,1
47856,1,1,1,0
47857,0,1,1,1
47858,0,1,0,1
47859,1,1,1,1
47860,1,0,0,1
47861,0,1,0,1
47862,0,1,1,1
47863,1,1,0,1
47864,1,1,1,0
47865,0,0,1,1
47866,0,0,1,1
47867,0,1,1,1
47868,0,1,0,0
47869,0,1,1,0
47870,0,1,1,1
47871,1,0,0,0
47872,0,1,0,0
47873,0,1,1,1
47874,0,1,0,1
47875,1,1,1,0
47876,1,1,1,1
47877,1,0,0,1
47878,1,1,1,0
47879,1,0,1,0
47880,0,1,1,1
47881,1,0,1,0
47882,0,0,0,1
47883,0,1,1,1
47884,1,1,1,0
47885,0,0,0,0
47886,1,0,0,0
47887,0,1,0,1
47888,1,1,0,1
47889,1,0,0,0
47890,1,1,0,0
47891,0,1,1,1
47892,0,0,0,0
47893,1,0,1,0
47894,1,1,1,0
47895,1,1,1,0
47896,1,0,0,0
47897,1,0,1,1
47898,0,1,1,1
47899,0,1,1,1
47900,1,0,1,1
47901,0,0,0,0
47902,0,0,1,0
47903,0,0,0,0
47904,0,0,0,0
47905,0,1,0,1
47906,0,0,1,1
47907,1,1,1,1
47908,0,1,0,0
47909,0,1,1,0
47910,0,0,1,1
47911,1,0,1,0
47912,0,0,0,0
47913,0,0,1,1
47914,0,0,0,1
47915,0,0,0,0
47916,1,0,1,1
47917,0,1,1,1
47918,1,0,0,0
47919,0,0,1,0
47920,0,1,1,0
47921,1,1,1,1
47922,0,1,1,0
47923,0,1,1,0
47924,1,1,0,0
47925,0,0,1,0
47926,1,0,0,1
47927,1,1,1,0
47928,0,1,1,1
47929,0,0,1,1
47930,1,1,0,1
47931,0,0,0,0
47932,0,1,0,0
47933,1,0,1,0
47934,0,1,0,1
47935,0,1,0,0
47936,0,0,1,1
47937,1,0,0,0
47938,0,0,1,0
47939,1,1,0,1
47940,0,1,0,1
47941,0,1,0,1
47942,0,0,0,0
47943,0,0,0,0
47944,1,0,1,0
47945,1,1,1,1
47946,0,0,0,1
47947,1,0,1,1
47948,0,1,0,0
47949,0,0,1,1
47950,1,0,1,0
47951,1,1,0,1
47952,0,1,1,0
47953,0,0,1,1
47954,0,0,1,0
47955,1,0,0,1
47956,1,1,0,0
47957,0,1,0,0
47958,1,1,1,1
47959,1,0,1,0
47960,0,1,0,1
47961,1,1,0,1
47962,0,0,0,1
47963,0,0,1,0
47964,0,0,1,1
47965,0,1,1,0
47966,0,0,1,0
47967,1,1,1,0
47968,1,0,0,1
47969,0,1,0,0
47970,0,0,0,1
47971,1,0,1,1
47972,0,1,1,1
47973,0,0,1,0
47974,1,0,0,0
47975,1,1,0,1
47976,1,1,0,0
47977,0,0,0,1
